 label Gender(0=Male;1=Female;) Gender_ID(0=Male;1=Female;2=Other;) Greek(0=No;1=Yes;) Home_Town(0=Small_Town;1=Medium_City;2=Big_City_Subrub;3=Big_City;) In_State(0=No;1=Yes;) Ethnicity(0=White;1=Black;2=Hispanic;3=East_Asian;4=South_Asian;5=Other;) Religion(0=Christian;1=Jewish;2=Muslim;3=Hindu;4=Buddhist;5=Religious_but_not_one_of_the_above;6=Agnostic;7=Atheist;) Religious like_Math Calculus(0=No;1=Yes;) ACT GPA Party_Hours_per_week Drinks_per_week Sex_Partners Relationships Call_Parents Cell_Phone(0=Android;1=iPhone;2=Other;) Social_Media(10=V10_or_more;) Texts Good_or_Well Expected_Income President(1=Donald_Trump;2=Hillary_Clinton;3=Jill_Stein;4=Gary_Johnson;5=Not_eligible_to_vote;6=Chose_not_to_vote;) Illinois_Commitment Family_Income Liberal Political_Party(0=Democratic;1=Republican;2=Independent;3=Green;4=Libertarian;5=Other;) Grade_vs_Learning Parent_Relationship Work_Hours Tuition Career Section(1=L1;2=KF;3=ONL;) 
Obs667 667 1 1 1 3 1 2 0 3 9 1 26 2.5 10 8 0 0 0 1 2 4 3 100 5 10 70 5 2 5 7 20 20 7 2 
Obs668 668 0 0 0 3 1 3 5 7 7 1 23 3.2 0 0 1 0 3 1 3 3 6 250 6 7 18 5 0 5 9 0 80 7 2 
Obs669 669 0 0 1 2 1 0 1 0 6 1 30 3.9 24 36 2 1 4 1 2 6 7 200 5 8 300 5 0 3 6 25 90 6 2 
Obs670 670 0 0 0 2 1 0 7 0 5 1 30 3.9 3 11 1 1 1 1 4 5 5 100 5 10 180 3 0 5 9 0 0 5 2 
Obs671 671 1 1 0 2 1 0 7 3 1 0 27 3.8 10 7 7 0 3 0 5 5 6 90 2 10 200 0 0 5 8 15 90 6 2 
Obs672 672 0 0 1 3 0 5 6 1 5 1 31 3.3 12 20 3 1 2 0 4 21 5 100 5 5 200 5 5 3 8 0 90 5 2 
Obs673 673 1 1 1 2 1 0 1 4 8 1 25 3.9 8 14 9 2 10 1 2 20 4 200 5 8 200 2 0 5 10 0 100 8 2 
Obs674 674 1 1 0 2 1 0 0 5 5 1 33 3.9 5 8 0 0 6 1 2 10 5 80 5 10 100 1 0 5 6 0 100 2 2 
Obs675 675 1 1 1 1 1 0 0 5 2 0 24 3.5 4 7 1 1 2 1 4 2 4 100 5 10 70 1 0 3 10 10 10 6 2 
Obs676 676 1 1 0 3 1 2 5 5 5 0 25 3.7 3 0 0 0 1 0 3 2 8 40 5 10 29 6 0 5 8 5 0 10 2 
Obs677 677 1 1 0 0 0 3 0 3 0 0 12 3.7 1 1 1 1 1 1 3 6 9 10000 5 7 10000 5 1 3 10 0 100 1 2 
Obs678 678 1 1 0 0 1 1 0 10 4 0 22 2.3 0 0 0 1 2 1 9 2 7 100 6 10 30 1 2 9 7 0 0 10 2 
Obs679 679 0 0 0 2 1 2 6 1 5 1 23 3 4 14 15 5 3 0 3 6 5 171 5 8 32 4 0 7 9 0 90 7 2 
Obs680 680 0 0 0 2 1 0 1 2 5 0 19 3.2 4 8 4 1 2 1 1 2 10 128 6 5 78 5 4 3 10 25 0 7 2 
Obs681 681 0 0 0 3 1 3 4 2 8 1 31 3 2 7 50 4 0 0 1 4 2 10000 6 8 3 3 0 5 9 0 0 8 2 
Obs682 682 1 1 0 1 1 0 0 6 2 1 26 3.8 4 2 1 1 5 1 4 4 5 70 5 7 250 5 1 6 8 0 100 8 2 
Obs683 683 1 1 1 2 1 3 7 0 3 1 33 3.8 4 2 2 4 5 0 2 15 2 2000 6 9 42 2 0 3 9 5 0 10 2 
Obs684 684 0 0 0 0 1 1 0 3 5 0 23 3.5 0 0 0 0 20 0 4 0 5 100 6 5 100 5 0 6 8 0 70 5 2 
Obs685 685 0 0 0 2 0 0 6 1 2 0 32 3.6 14 19 11 0 1 1 4 7 5 200 5 7 200 4 5 5 8 0 0 2 2 
Obs686 686 0 0 0 3 0 0 0 3 1 0 28 3.2 5 7 7 0 10 1 2 8 4 130 5 7 130 8 1 3 5 0 70 7 2 
Obs687 687 1 1 0 2 1 0 6 1 7 0 29 3.9 10 15 1 1 4 1 2 3 2 50 5 8 180 1 0 3 8 15 90 8 2 
Obs688 688 1 1 0 2 1 1 0 9 9 0 19 3.2 7 3 9 2 3 1 4 4 5 500 6 10 130 5 0 10 8 0 20 7 2 
Obs689 689 1 1 0 1 1 0 0 5 7 1 29 3.6 2 0 0 0 1 1 4 3 3 65 5 3 90 6 2 5 3 0 90 7 2 
Obs690 690 0 0 0 0 1 0 0 5 7 1 35 3.3 0 0 0 0 5 1 2 3 0 60 5 5 120 7 1 8 9 5 50 9 2 
Obs691 691 1 1 0 2 1 0 6 2 4 0 32 3.9 6 5 1 1 3 0 3 7 5 90 5 9 120 2 0 5 9 0 90 7 2 
Obs692 692 0 0 0 2 1 0 0 7 0 0 29 3.2 0 1 1 1 2 1 4 2 4 80 6 0 110 7 1 5 9 0 100 8 2 
Obs693 693 0 0 0 1 1 0 2 8 7 1 29 4 0 0 0 0 2 1 1 2 0 500 5 8 500 8 1 5 10 0 100 9 2 
Obs694 694 0 0 1 2 1 0 6 1 7 1 31 2.7 8 12 3 0 3 1 2 5 2 120 2 10 950 3 0 5 7 0 90 5 2 
Obs695 695 1 1 0 2 1 0 7 0 1 0 28 3.6 5 3 1 1 1 1 1 7 3 30 5 10 60 0 0 8 5 0 100 9 2 
Obs696 696 1 1 1 2 1 5 0 5 9 1 27 3.8 13 25 7 0 20 1 9 2 8 100 6 10 50 5 2 3 10 0 40 8 2 
Obs697 697 1 1 0 2 1 0 6 3 5 0 33 3.7 0 0 0 0 2 1 5 6 3 40 5 7 65 1 0 6 8 5 70 0 2 
Obs698 698 1 1 0 3 1 2 5 8 8 0 20 2.5 6 7 1 1 6 1 4 3 5 90 5 7 33 6 0 3 10 0 30 5 2 
Obs699 699 1 1 0 0 1 0 7 0 8 1 31 3.7 2 1 0 0 0 1 3 3 2 40 5 10 27 2 0 4 6 10 10 7 2 
Obs700 700 1 1 0 0 1 2 6 2 4 1 26 4 4 4 0 1 3 1 3 3 4 60 5 7 100 3 0 6 10 20 70 8 2 
Obs701 701 1 1 0 3 0 3 7 0 5 1 27 3.5 0 0 0 2 2 1 3 7 5 40 5 5 35 5 2 5 10 0 100 10 2 
Obs702 702 0 0 0 2 1 0 0 6 3 1 30 4 1 2 0 0 1 1 5 3 9 90 5 5 80 6 1 5 9 35 80 10 2 
Obs703 703 0 0 0 3 1 1 0 8 7 1 31 3.4 3 4 2 3 1 1 3 10 5 300 5 10 100 3 0 5 10 15 90 10 2 
Obs704 704 1 1 0 3 1 0 0 8 8 1 27 3.7 10 35 14 1 8 1 4 4 6 300 5 4 250 7 1 5 10 20 100 10 2 
Obs705 705 1 1 0 0 1 0 6 1 0 1 27 3.9 1 1 0 1 0 1 3 4 0 60 5 10 215 1 0 10 10 10 50 10 2 
Obs706 706 0 0 0 0 1 2 7 1 8 1 27 2.9 0 0 0 0 4 1 1 4 5 105 5 2 60 4 5 8 10 20 0 2 2 
Obs707 707 1 1 1 1 1 0 0 4 5 1 29 3.4 6 5 2 2 3 1 4 5 5 100 6 3 100 4 1 2 9 25 70 8 2 
Obs708 708 1 1 0 3 1 1 7 3 7 1 27 3.6 7 0 0 0 3 1 10 9 10 120 5 8 25 5 0 7 9 0 0 5 2 
Obs709 709 1 1 0 3 0 4 7 0 8 1 33 3 4 2 0 1 8 1 5 4 5 100 5 10 100 5 5 5 9 10 100 8 2 
Obs710 710 1 1 0 3 1 0 6 0 6 0 31 3.1 5 3 0 0 2 1 2 4 5 50 5 10 25 1 0 0 6 0 30 3 2 
Obs711 711 1 1 0 2 1 5 0 8 0 1 24 3.8 4 1 0 0 10 0 2 3 3 116 2 10 70 8 0 4 8 5 70 10 2 
Obs712 712 0 0 0 2 1 4 3 3 4 1 34 3.8 4 3 0 1 2 1 0 5 7 100 2 8 140 3 0 6 4 15 100 7 2 
Obs713 713 0 0 1 1 1 0 6 0 7 1 30 3 16 20 5 2 4 0 4 2 4 125 5 7 450 4 0 8 10 25 100 7 2 
Obs714 714 1 1 0 2 1 0 6 2 1 0 28 3.8 1 2 2 2 4 1 10 3 1 80 2 10 180 1 0 5 10 10 70 10 2 
Obs715 715 1 1 0 2 1 0 5 4 2 1 25 3.6 10 5 6 3 2 1 2 5 5 90 5 3 120 3 0 4 10 10 90 5 2 
Obs716 716 0 0 0 2 1 3 7 0 3 1 32 4 8 18 0 1 5 1 2 5 3 100 5 5 200 4 2 4 10 0 50 8 2 
Obs717 717 1 1 0 3 1 2 0 5 3 1 20 3.4 0 0 1 1 4 0 3 3 5 120 6 5 25 8 5 5 9 0 0 6 2 
Obs718 718 1 1 0 1 1 5 0 3 5 1 24 3.4 3 3 5 3 20 1 2 2 6 100 2 9 70 4 0 5 10 0 0 5 2 
Obs719 719 1 1 0 3 0 3 0 7 3 0 30 3.7 3 2 0 1 4 0 4 4 4 100 5 5 100 5 1 4 8 0 100 5 2 
Obs720 720 1 1 1 1 1 0 0 4 7 1 24 2.9 10 14 15 1 1 1 4 20 10 100 6 1 200 7 1 5 4 0 10 9 2 
Obs721 721 1 1 1 1 1 4 6 2 10 1 28 3 10 6 1 0 3 1 3 4 5 80 5 4 80 3 0 5 7 0 30 0 2 
Obs722 722 1 1 1 2 1 1 0 9 7 1 18 2.4 0 0 0 2 5 1 3 1 10 5 5 5 6 6 5 4 3 20 30 2 2 
Obs723 723 1 1 0 3 1 2 0 6 4 1 21 4 0 0 1 1 7 1 3 5 5 70 5 10 20 3 0 5 9 0 90 6 2 
Obs724 724 1 1 0 1 1 0 7 0 6 1 33 3.6 4 6 2 2 0 1 4 4 4 180 5 10 175 2 0 8 1 15 80 1 2 
Obs725 725 1 1 1 2 1 0 1 6 1 0 20 3.7 20 2 1 1 3 1 4 7 5 5 5 10 75 2 0 6 10 0 90 9 2 
Obs726 726 1 1 1 2 1 0 0 7 4 1 28 3.5 10 22 1 2 1 1 1 4 1 130 5 9 300 0 0 6 9 10 0 8 2 
Obs727 727 0 0 0 1 1 4 2 3 5 1 28 3.6 3 0 0 0 4 1 3 3 5 150 2 3 120 8 0 5 8 10 40 9 2 
Obs728 728 1 1 0 2 1 0 0 5 7 1 28 4 4 4 1 2 3 1 5 4 0 50 6 8 65 6 0 5 6 0 50 8 2 
Obs729 729 0 0 0 2 1 2 5 6 5 1 26 4 4 2 1 1 2 1 3 10 4 104 6 6 104 4 0 5 9 0 70 7 2 
Obs730 730 1 1 1 3 1 2 0 0 1 0 23 2.7 30 50 16 0 3 1 5 3 6 100 2 6 40 5 0 0 8 0 50 8 2 
Obs731 731 1 1 0 2 1 4 2 8 0 1 27 3.5 3 0 0 0 4 1 4 10 3 70 2 10 40 0 5 10 9 10 100 5 2 
Obs732 732 0 2 0 3 1 5 0 4 3 1 33 2 0 0 0 1 2 0 1 2 7 60 5 10 48 4 0 2 8 0 30 1 2 
Obs733 733 1 1 0 3 1 2 5 4 0 0 25 2.7 0 0 0 0 0 1 5 3 5 80 5 8 22 2 0 4 9 0 90 0 2 
Obs734 734 1 1 0 0 1 0 6 0 0 0 24 3 0 0 2 2 3 1 6 4 5 80 6 9 150 2 0 4 5 0 40 6 2 
Obs735 735 1 1 0 1 1 3 0 8 5 1 27 2.7 4 4 2 2 1 1 5 3 5 100 5 8 80 5 5 5 6 45 90 10 2 
Obs736 736 1 1 0 2 1 0 0 4 7 1 24 3.7 2 1 1 1 5 1 4 3 6 89 5 4 88 3 0 4 10 5 70 9 2 
Obs737 737 1 1 0 0 0 3 7 0 3 0 33 3.7 0 0 0 0 0 0 1 5 7 70 5 5 100 2 0 6 8 0 100 5 2 
Obs738 738 0 0 0 2 1 2 0 6 5 0 33 3.7 5 4 2 1 5 0 3 3 3 65 5 10 48 2 0 9 10 10 10 7 2 
Obs739 739 1 1 1 2 1 0 0 2 8 0 29 3.6 15 45 7 2 7 1 4 6 5 250 6 8 30 2 0 8 5 10 10 8 2 
Obs740 740 1 1 0 3 1 1 6 3 0 1 25 3.3 6 4 0 0 4 1 6 6 3 70 5 10 15 0 5 5 7 0 0 4 2 
Obs741 741 0 0 0 2 0 3 0 1 1 1 30 3.4 0 0 4 3 1 1 2 5 7 900 5 0 140 4 5 2 7 0 100 9 2 
Obs742 742 1 1 0 1 1 0 0 9 6 0 28 3.9 5 3 0 1 4 1 2 10 0 100 5 5 500 9 1 5 8 0 90 9 2 
Obs743 743 0 0 0 1 1 0 0 0 0 1 25 3 10 45 17 3 1 1 2 4 8 100 2 9 160 4 0 8 4 20 0 5 2 
Obs744 744 1 1 0 0 1 3 0 7 5 1 21 3 1 0 0 2 2 1 2 4 5 100 5 5 90 5 0 5 10 0 10 9 2 
Obs745 745 1 1 0 3 1 3 0 4 5 1 27 3.8 0 0 1 1 2 1 3 3 5 100 5 10 26 3 0 5 7 0 90 8 2 
Obs746 746 1 1 0 2 1 0 6 1 5 1 33 3.8 4 5 1 1 4 1 5 4 3 60 2 8 400 1 0 3 6 15 80 2 2 
Obs747 747 1 1 0 2 1 1 0 7 4 0 19 3.4 5 0 3 2 2 1 3 4 5 80 5 10 50 1 0 5 7 15 90 3 2 
Obs748 748 1 1 1 3 1 2 0 6 0 0 26 3.6 6 2 3 1 3 1 5 5 9 200 5 10 90 2 0 5 10 0 90 3 2 
Obs749 749 1 1 1 2 1 0 0 2 7 1 26 3.9 11 20 2 1 3 1 4 26 3 35 6 3 250 5 0 5 8 0 100 4 2 
Obs750 750 0 0 0 2 1 1 2 6 10 1 18 4 5 0 0 0 4 1 8 28 0 10000 5 10 25 0 0 6 10 10 10 10 2 
Obs751 751 1 1 1 3 1 0 0 8 4 0 25 2.8 5 10 6 1 7 1 10 25 0 300 5 10 250 6 1 8 8 15 100 10 2 
Obs752 752 1 2 1 3 1 3 7 0 2 1 35 3 3 3 8 3 2 0 2 3 7 120 5 10 45 2 0 4 1 5 70 7 2 
Obs753 753 1 1 0 2 1 4 2 6 8 1 29 3 8 0 2 1 7 1 4 24 8 90 2 5 30 5 0 6 8 0 0 7 2 
Obs754 754 0 0 0 0 1 0 6 0 5 0 24 3.2 0 0 4 1 1 1 2 5 4 100 5 10 40 5 2 6 6 30 0 9 2 
Obs755 755 1 1 0 2 1 3 0 8 2 1 34 3.6 0 0 0 0 1 1 3 8 6 70 5 8 140 5 5 5 9 0 100 5 2 
Obs756 756 1 1 0 3 1 1 0 8 5 1 22 3.6 3 0 0 0 25 1 8 15 3 85 5 10 35 3 0 4 7 20 0 5 2 
Obs757 757 1 1 0 3 1 3 0 10 8 1 31 3.7 0 0 0 2 0 1 3 3 3 70 5 8 70 2 0 3 9 0 60 10 2 
Obs758 758 0 0 0 2 1 2 0 8 5 0 28 3.9 3 4 1 1 0 1 5 9 8 90 5 8 50 5 0 5 9 0 0 7 2 
Obs759 759 0 0 1 2 0 2 7 0 7 0 28 3.6 10 0 1 2 10 1 5 10 2 90 5 3 73 1 0 10 9 0 90 10 2 
Obs760 760 1 1 0 3 1 2 6 0 7 0 30 3.3 4 8 5 2 11 1 1 4 2 280 5 10 170 2 0 5 10 15 90 9 2 
Obs761 761 1 1 0 3 1 1 2 6 0 0 22 3.2 1 1 6 0 7 1 7 9 5 100 6 10 20 0 0 5 8 25 0 10 2 
Obs762 762 0 0 0 2 0 3 0 4 2 1 31 2.7 2 1 3 2 2 1 2 15 7 400 5 4 300 9 0 7 9 0 100 5 2 
Obs763 763 1 1 0 2 1 0 6 0 0 0 29 3.7 0 0 0 0 3 1 3 4 5 60 5 7 110 3 0 5 7 10 0 6 2 
Obs764 764 1 1 0 2 1 3 0 9 8 1 34 4 0 0 0 0 0 1 2 10 0 60 5 10 110 4 5 7 9 0 100 5 2 
Obs765 765 1 1 0 1 1 2 0 8 5 1 27 3.7 12 20 2 2 7 1 6 6 6 300 5 8 200 3 0 6 8 0 70 9 2 
Obs766 766 0 0 1 3 1 2 5 6 5 0 28 3.1 15 30 1 1 7 1 3 5 5 100 5 10 35 3 0 3 10 0 0 6 2 
Obs767 767 0 0 0 1 1 3 0 9 8 1 26 3.2 2 0 0 0 10 1 10 7 7 80 5 10 60 4 5 4 8 15 0 4 2 
Obs768 768 0 0 0 1 1 0 0 5 8 1 30 3.5 4 4 0 0 2 1 2 8 2 150 5 8 175 7 1 5 10 0 40 10 2 
Obs769 769 1 1 0 1 0 0 0 8 4 1 30 3.6 0 0 2 2 3 1 2 9 0 60 5 10 200 0 0 0 3 0 10 10 2 
Obs770 770 0 0 0 3 0 3 7 1 4 1 32 4 2 0 2 1 5 0 3 5 5 80 5 5 100 6 1 5 8 0 100 5 2 
Obs771 771 0 0 0 0 1 0 0 4 9 1 29 2.9 4 2 0 1 1 1 2 2 9 250 5 6 325 10 1 4 10 0 100 8 2 
Obs772 772 1 1 0 2 1 0 0 4 4 1 27 3.4 0 0 1 1 2 1 6 4 3 60 5 5 400 3 3 5 7 0 100 8 2 
Obs773 773 1 1 0 1 1 0 7 0 6 1 26 4 0 0 0 0 15 1 3 4 3 60 5 10 10 3 0 7 9 0 0 8 2 
Obs774 774 0 0 1 2 1 3 7 0 0 0 24 3 12 10 3 3 0 1 5 13 5 80 5 10 180 3 0 4 9 15 90 10 2 
Obs775 775 0 0 0 3 0 3 6 9 8 0 33 3.7 16 0 3 2 10 1 4 10 5 5 6 0 30 5 5 7 9 0 100 6 2 
Obs776 776 1 1 0 2 1 0 0 7 5 1 30 4 5 7 0 0 7 1 3 2 5 500 5 10 60 2 0 5 6 0 30 4 2 
Obs777 777 1 1 1 2 1 5 5 5 8 1 30 2.9 2 2 5 0 2 1 1 8 5 120 5 5 165 6 4 5 9 0 100 7 2 
Obs778 778 0 0 0 1 1 5 6 0 5 0 26 4 4 4 0 2 1 0 3 2 5 100 5 10 60 4 5 8 9 0 30 8 2 
Obs779 779 1 1 0 2 1 4 3 4 7 1 34 2.8 2 1 3 2 8 1 0 5 3 250 6 3 150 3 0 5 4 15 30 8 2 
Obs780 780 1 1 0 0 1 4 3 10 8 1 31 3.8 0 0 0 0 20 1 2 7 5 300 5 5 400 3 0 5 10 0 100 10 2 
Obs781 781 1 1 0 3 1 2 0 5 2 1 23 2.3 10 5 0 0 3 1 3 5 4 200 5 9 80 0 0 4 7 0 100 2 2 
Obs782 782 1 1 0 0 1 0 0 6 7 1 26 3.5 0 0 2 2 3 1 1 2 3 90 5 2 100 5 0 5 10 10 100 10 2 
Obs783 783 1 1 0 3 0 3 0 5 4 0 34 3.5 6 2 0 1 3 1 4 6 5 48 5 6 100 5 2 4 9 0 60 9 2 
Obs784 784 1 1 1 3 1 2 5 5 5 0 20 3.5 0 0 1 2 4 1 5 3 5 75 5 8 20 5 0 4 8 10 10 7 2 
Obs785 785 1 1 1 2 1 0 0 6 3 1 25 3.5 15 15 2 1 7 1 4 15 7 300 6 10 500 6 1 5 10 0 20 0 2 
Obs786 786 1 1 0 2 1 2 0 0 7 1 28 3 1 0 3 2 1 1 4 2 1 100 5 10 70 5 5 5 6 0 100 9 2 
Obs787 787 1 1 1 0 1 0 0 3 6 1 30 3.1 12 15 5 1 1 1 1 3 4 100 6 5 150 3 2 5 9 15 50 9 2 
Obs788 788 1 1 0 1 1 3 4 3 5 0 21 3.6 0 0 4 2 2 1 3 2 7 100 5 8 40 2 0 9 8 5 100 10 2 
Obs789 789 1 1 0 3 1 2 5 1 7 0 22 3.8 0 0 1 1 3 1 5 4 7 40 6 7 40 8 4 9 9 0 100 5 2 
Obs790 790 1 1 1 2 1 0 0 5 8 1 30 3.5 5 11 7 1 7 1 3 5 10 50 2 10 20 3 0 5 10 5 10 8 2 
Obs791 791 1 1 0 2 0 4 2 5 8 1 34 3.8 6 4 0 0 3 1 3 5 5 200 2 5 150 3 0 4 9 0 100 9 2 
Obs792 792 1 1 0 3 1 2 0 6 5 1 23 2.7 3 2 2 1 7 1 2 10 3 80 5 10 31 3 0 5 7 0 10 2 2 
Obs793 793 1 1 0 1 1 0 4 3 0 1 28 3.2 4 3 6 2 4 1 3 5 2 60 5 10 40 2 0 5 8 10 10 2 2 
Obs794 794 1 1 0 2 0 2 5 0 3 1 20 2.6 0 3 7 3 5 1 4 3 10 100 2 10 50 2 2 7 9 20 0 10 2 
Obs795 795 1 1 1 2 1 0 7 0 4 1 32 3.7 4 6 2 0 2 1 2 8 5 90 5 8 0 2 0 7 9 15 90 5 2 
Obs796 796 1 1 0 2 1 2 0 3 5 1 28 3.4 0 0 1 2 1 1 3 4 5 96 5 10 800 5 1 0 7 5 100 7 2 
Obs797 797 1 1 0 3 1 2 0 3 9 1 26 2.5 15 21 1 3 2 1 10 5 5 100 5 10 60 2 0 8 7 0 0 8 2 
Obs798 798 1 1 0 0 1 5 0 10 8 1 27 4 0 0 0 1 4 1 2 4 5 120 5 8 100 10 1 8 8 0 100 9 2 
Obs799 799 1 1 0 2 1 0 7 0 6 1 35 3.9 9 6 0 1 5 1 3 8 7 160 5 9 50 3 0 4 8 0 60 7 2 
Obs800 800 1 1 0 3 1 1 0 7 5 1 29 2.3 12 12 1 1 2 1 6 5 5 250 2 10 30 3 0 5 5 30 30 3 2 
Obs801 801 1 1 1 1 1 5 5 5 4 1 15 2.5 14 21 14 13 16 2 5 5 2 2 4 6 9 6 3 4 3 25 70 5 2 
Obs802 802 0 0 0 1 1 0 0 4 8 1 26 2.5 2 8 7 2 5 1 4 6 9 150 1 10 65 0 1 0 8 15 80 10 2 
Obs803 803 0 0 0 3 0 3 7 0 8 1 31 3.8 0 0 0 0 1 0 2 1 5 200 5 9 1000 5 5 5 5 0 100 3 2 
Obs804 804 1 1 0 1 1 3 6 0 7 1 33 3.9 0 0 0 0 4 1 3 5 5 80 5 5 250 3 2 3 8 15 100 1 2 
Obs805 805 1 1 1 1 1 0 7 0 5 1 26 2.8 6 10 12 0 7 1 3 8 7 200 5 4 250 2 0 4 8 5 30 6 2 
Obs806 806 1 1 0 3 1 2 7 0 0 0 18 2.5 5 0 7 1 2 1 5 4 0 75 5 10 40 2 0 0 5 10 0 10 2 
Obs807 807 1 1 1 2 1 0 0 5 4 1 27 3.2 15 40 13 2 2 1 2 4 5 120 6 10 40 4 0 4 7 10 70 7 2 
Obs808 808 1 1 0 1 1 2 0 3 5 1 29 3.6 5 12 5 7 14 1 4 9 0 170 5 9 130 8 1 10 6 0 0 3 2 
Obs809 809 1 1 0 3 1 1 0 7 2 0 28 3.3 4 2 14 2 5 1 10 6 4 120 2 10 100 0 0 5 7 25 90 6 2 
Obs810 810 1 1 0 3 1 0 0 5 5 1 27 2.8 2 2 2 2 3 1 2 4 2 100 5 10 20 6 0 2 10 0 100 10 2 
Obs811 811 1 1 0 2 0 4 3 6 2 1 32 3.1 4 0 2 1 7 1 3 8 10 100 5 10 300 5 0 7 8 0 100 6 2 
Obs812 812 0 0 0 3 0 3 7 5 1 0 32 3.9 4 0 0 0 5 0 2 6 5 70 5 8 65 5 5 5 8 0 100 7 2 
Obs813 813 1 1 0 1 1 0 6 0 7 1 26 3.4 10 6 3 1 1 0 1 6 8 86 5 10 112 3 2 7 3 0 0 5 2 
Obs814 814 0 0 0 1 1 0 0 1 9 1 22 3.2 5 10 2 1 4 1 4 4 6 100 6 2 200 5 0 5 7 10 80 0 2 
Obs815 815 1 1 0 0 1 1 0 9 6 0 19 3.4 5 1 0 0 2 1 8 2 5 90 5 10 50 4 0 4 9 0 20 9 2 
Obs816 816 1 1 0 3 1 2 5 5 10 0 25 3.5 0 0 2 2 10 1 6 3 6 60 5 10 52 0 0 10 10 0 40 7 2 
Obs817 817 1 1 0 0 1 0 0 2 5 1 28 3.4 10 5 2 1 2 1 8 8 1 100 5 3 230 3 0 5 9 0 90 2 2 
Obs818 818 1 1 0 2 1 2 6 3 0 1 25 3.2 6 7 10 1 2 1 2 3 4 300 5 10 100 0 0 2 7 10 80 9 2 
Obs819 819 1 1 0 2 1 5 6 2 5 1 27 2.9 6 11 11 2 1 1 3 5 8 300 5 1 120 3 0 5 8 10 30 8 2 
Obs820 820 0 0 0 1 0 3 0 7 7 1 35 3.9 0 0 0 0 2 0 1 4 6 150 5 8 150 2 0 7 9 0 40 5 2 
Obs821 821 1 1 0 3 1 5 0 8 6 1 27 3.3 6 15 1 1 7 1 10 2 10 80 5 10 30 4 0 4 9 5 0 5 2 
Obs822 822 0 0 1 2 1 4 0 3 0 0 18 3.7 25 40 15 2 3 1 6 12 10 200 2 0 100 5 0 3 7 0 100 5 2 
Obs823 823 1 1 0 2 1 4 3 2 6 1 26 3.4 4 4 1 1 2 1 2 4 3 80 5 8 200 1 0 6 5 0 90 9 2 
Obs824 824 1 1 0 3 1 2 6 2 4 1 27 3.1 5 0 2 2 3 1 10 3 8 60 3 10 36 2 0 7 8 20 80 10 2 
Obs825 825 0 0 0 3 1 3 7 0 6 1 31 3.1 4 0 0 0 2 0 5 2 5 500 2 10 20 1 0 7 8 0 0 7 2 
Obs826 826 1 1 0 2 1 0 0 7 7 1 25 4 6 0 0 0 5 1 1 3 4 80 5 8 70 4 0 8 9 0 50 6 2 
Obs827 827 1 1 0 3 1 1 5 5 7 1 26 2.3 0 0 3 1 2 1 2 7 5 250 5 10 60 3 0 8 10 10 0 0 2 
Obs828 828 0 0 1 2 1 0 7 0 4 1 29 2.6 20 20 1 1 3 1 5 10 9 200 2 9 600 3 0 2 9 30 100 8 2 
Obs829 829 1 1 0 3 0 3 0 10 8 1 22 3.6 0 0 0 0 1 1 5 5 0 150 5 10 100 10 5 8 5 0 100 0 2 
Obs830 830 1 1 0 2 1 5 2 3 5 0 24 3.7 6 6 0 2 10 1 4 4 5 70 5 10 40 4 0 5 3 10 20 6 2 
Obs831 831 0 0 0 0 1 0 0 7 0 0 22 3.6 2 1 2 1 5 1 5 1 9 90 1 2 250 7 1 5 9 10 90 10 2 
Obs832 832 1 1 0 3 1 3 0 5 5 1 24 3.7 1 0 0 0 6 1 4 8 3 60 5 5 50 2 0 7 8 0 100 7 2 
Obs833 833 1 1 0 2 1 0 0 7 5 1 28 3.8 9 0 2 1 14 2 3 9 5 150 5 10 23 3 0 4 9 0 100 9 2 
Obs834 834 0 0 0 0 1 5 0 8 9 1 29 3.8 15 49 16 3 3 1 3 20 1 100 5 3 60 7 5 7 8 15 10 10 2 
Obs835 835 1 1 1 2 1 0 0 7 8 1 33 2.9 2 4 3 2 14 1 2 20 3 100 2 7 250 2 0 5 8 10 100 5 2 
Obs836 836 1 1 1 0 1 3 7 0 8 1 28 3.9 13 5 2 1 3 1 3 10 3 250 5 10 60 2 0 3 8 15 30 10 2 
Obs837 837 1 1 0 3 0 4 3 4 9 1 32 3.5 8 4 1 1 4 1 3 4 8 10000 5 5 60 5 5 5 7 0 100 8 2 
Obs838 838 0 0 0 2 0 3 0 0 7 1 30 3.6 3 2 2 1 1 1 2 2 7 10 2 6 100 5 1 5 7 0 100 2 2 
Obs839 839 0 0 0 3 1 2 0 1 5 1 18 2.3 0 1 0 0 2 1 7 2 2 52 6 10 12 3 0 4 7 15 20 7 2 
Obs840 840 1 1 0 3 1 1 0 9 1 1 24 4 5 2 2 0 41 1 6 12 6 10000 5 10 63 2 0 0 10 15 20 4 2 
Obs841 841 1 1 0 1 0 3 6 4 4 1 29 3.8 2 1 6 2 4 1 3 4 8 120 6 1 9 3 1 5 8 5 100 4 2 
Obs842 842 0 0 0 3 1 3 0 6 6 1 34 3.5 3 3 0 1 1 1 2 6 2 150 2 7 140 5 2 4 7 10 60 6 2 
Obs843 843 1 1 0 0 1 0 0 6 5 1 22 3.4 3 3 6 4 0 1 5 3 3 120 6 5 150 4 0 5 9 0 40 10 2 
